239631,"food"
239729,"food"
240913,"familar topic|college|stress|education"
241500,"exercise|innovation|entertainment|health"
242106,"china|india"
242129,"international news"
242268,"sports"
242755,"difficult to understand"
242781,"canada"
245494,"odd|animals"
246006,"technology|science"
246011,"science"
246107,"op-ed"
246450,"Kodak"
247628,"Iraq"
247628,"Iraq"
247638,"new car info"
249974,"Citigroup"
250137,"Citigroup"
250138,"Citigroup"
250435,"Kodak"
250587,"odd"
250587,"op-ed"
250587,"difficult to understand"
250587,"difficult to understand"
250587,"default"
250588,"default"
250588,"leisure"
250588,"difficult to understand"
250588,"difficult to understand"
250588,"default"
250590,"religion"
250596,"india"
252080,"golf"
252097,"Kodak"
252182,"technology|science"
252193,"op-ed"
252195,"op-ed"
252200,"op-ed"
252390,"Kodak"
253077,"bad news|people|health"
253122,"Psychology"
253233,"U.S."
253361,"familar topic"
253369,"entertainment"
253369,"entertainment"
253431,"technology|science"
253566,"india"
253601,"computer|innovation|technology"
253601,"computer|innovation|favorite|electrical engineering|technology"
253693,"carnegie mellon"
253693,"carnegie"
253693,"carnegie mellon"
253693,"Pitsburgh"
253694,"golf"
253694,"golf"
253735,"personal|science|meta-media (awareness)|food|health|experiential"
253788,"world news"
253917,"familar topic|nature/environment|bad news|world"
253947,"politics"
254195,"religion"
254195,"random|political"
254195,"difficult to understand"
254195,"difficult to understand"
254195,"difficult to understand"
254826,"other"
255733,"Information Security|jobs"
256042,"jobs"
256510,"food"
256694,"golf"
256802,"food"
256869,"health|food"
256907,"retail|U.S.|business"
256909,"op-ed"
256940,"Quentin Tarentino"
256974,"india"
256983,"default"
257092,"Citigroup"
257158,"other"
257181,"opinion|entertainment|movies"
257181,"Movies"
257289,"recipes"
257332,"taxes|AUTHORITY Reliable|INTENSITY, Major"
257367,"theatre"
257450,"unrelated"
257527,"Quentin Tarentino"
257554,"technology"
257572,"difficult to understand"
257715,"amazon|unrelated"
257779,"Movies"
257848,"difficult to understand|forum"
257861,"india"
257875,"technology"
258002,"golf"
258047,"Kodak"
258083,"familar topic|technology|wow!|world"
258164,"hockey"
258232,"movies"
258378,"canada"
258447,"Kodak"
258573,"international"
258650,"philadelphia"
258734,"Iraq"
259023,"Movies"
259025,"Movies"
259081,"familar topic|misc|celebrity|entertainment|funny|people"
259130,"philadelphia"
259132,"international"
259132,"entertainment"
259257,"difficult to understand"
259279,"does not link to article"
259279,"golf"
259361,"economy"
259579,"difficult"
259594,"food"
259625,"Charlie Kaufman"
259768,"default"
259933,"opinion|celebrities"
259999,"art|technology|weird|science|*link to article*|human interest|education|achievement"
260057,"difficult to understand|familar topic|funny"
260334,"amazon|unrelated"
260463,"advertising"
260630,"health|food"
260643,"difficult to understand"
260687,"health|food"
260701,"default"
260710,"family|health"
260710,"medicine"
260711,"politics|space|history|domestic|science|international"
260711,"technology|science"
260886,"Movies"
261072,"food|experiential"
261308,"john kerry"
261325,"Information Security"
261438,"sports"
261438,"U.S.|sports"
261788,"finance"
261882,"health|food"
262738,"fashion"
262862,"difficult to understand|people"
262951,"Sept 11|AUTHORITY Unreliable|INTENSITY, Major"
262958,"unrelated"
262958,"bush"
262958,"op-ed"
262958,"business"
262958,"difficult to understand"
262958,"difficult to understand"
262958,"difficult to understand"
262959,"bush"
262959,"difficult to understand"
262959,"difficult to understand"
262959,"difficult to understand"
263062,"world"
263063,"world"
263070,"U.S.|sports"
263118,"food"
263149,"random"
263149,"bush"
263149,"difficult to understand"
263149,"difficult to understand"
263149,"default"
263408,"unrelated"
263554,"Quentin Tarentino"
263936,"Iraq"
264491,"canada"
264513,"default"
264732,"music"
264732,"music"
264871,"beauty product"
264894,"entertainment"
265181,"Citigroup"
267219,"philadelphia"
267226,"AUTHORITY Unreliable|INTENSITY, Minor"
267266,"economy"
267315,"China"
267337,"fashion"
267456,"jobs"
267510,"jobs"
267537,"religion"
267731,"U.S. news"
267742,"familar topic|nature/environment|bad news|economy|world|people"
268210,"international news|music|conflict|politics"
268242,"india"
268265,"familar topic|bad news|economy|world"
268270,"india"
268272,"world"
268654,"familar topic|amazon"
268664,"computer|innovation|internet"
268677,"science"
268677,"science"
268679,"international"
268689,"broadway"
268716,"default"
268721,"default"
268723,"default"
268726,"familar topic"
268727,"pop culture"
268729,"default"
268736,"Quentin Tarentino"
268736,"Kill Bill"
268766,"business"
268802,"technology"
268851,"technology|business"
269117,"economy|technology|india"
269151,"economy|technology|india"
269265,"business|music"
269266,"U.S.|music news"
269269,"music|entertainment"
269270,"entertaining"
269270,"entertaining"
269270,"default"
269272,"default"
269279,"default"
269279,"default"
269280,"Music"
269283,"default"
269294,"familar topic"
269309,"music"
269313,"familar topic"
269316,"default"
269320,"music"
269320,"music"
269323,"default"
269330,"default"
269330,"fashion|world news|U.s.|music|entertainment|business"
269337,"default"
269348,"default"
269354,"familar topic|business"
269354,"familar topic|tech|business"
269370,"music|entertainment"
269392,"familar topic"
269417,"entertainment"
269438,"familar topic|celebrity|entertainment"
269453,"unrelated"
269453,"familar topic|business"
269579,"Citigroup"
269594,"familar topic"
269594,"familar"
269595,"entertainment"
269595,"people|health"
269610,"world news"
269613,"familar topic"
269614,"celebrity|funny"
269644,"COMPANY United Airlines|AUTHORITY, Reliable|INTENSITY, Minor"
269646,"default"
269650,"familar topic|economy|world"
269652,"small news"
269662,"technology|people"
269764,"entertainment"
269767,"food"
269767,"society"
269784,"technology"
269893,"golf"
270169,"opinion"
270176,"food"
270385,"Information Security"
270495,"familar topic"
270534,"odd|civilian death"
270830,"default"
270842,"economy|wow!"
270845,"small news"
270853,"wow!|entertainment|funny"
271016,"baseball|sports|international"
271047,"Information Security|jobs"
271087,"default"
271108,"india"
271271,"world news|U.s.|music|entertainment"
271437,"accident|health|china"
271443,"accident|health|china"
271468,"default"
271581,"computer|opinion|health|electrical engineering|technology"
271707,"familar topic"
271709,"music"
271711,"U.S.|music news|business"
271884,"politics"
271884,"Pitsburgh"
271884,"Pitsburgh|business"
271884,"Pitsburgh"
271909,"default"
271918,"familar topic|people|health"
271920,"familar"
271998,"technology|science"
272003,"other events|environment"
272015,"chaos (the principle)|education|humanity (awareness)|science|international|media|history|human interest"
272088,"golf"
272090,"Berkshire Hathaway"
272099,"family|health"
272178,"retail|world news|fashion"
272179,"world news"
272239,"books"
272252,"Information Security|jobs"
272457,"AUTHORITY Reliable|INTENSITY, Major"
272472,"jobs"
272474,"jobs"
272575,"difficult to understand"
272692,"default"
272712,"hockey"
272712,"hockey"
272717,"default"
272776,"U.S."
272787,"health"
272809,"business|world news"
272928,"odd"
272943,"philadelphia"
272943,"philadelphia"
272958,"default"
272982,"human interest|accident|international"
273032,"developing world|international|economics|politics"
273046,"hockey"
273052,"default"
273053,"food|health|diet"
273058,"Olymics"
273071,"default"
273086,"canada|politics"
273109,"entertainment|india"
273127,"sports"
273133,"iraq war"
273161,"sports"
273176,"familar topic"
273176,"diet"
273184,"world"
273204,"sports"
273204,"movies"
273204,"familar topic"
273204,"familar"
273207,"pop culture"
273209,"movies"
273209,"movies"
273209,"movies"
273259,"default"
273264,"movies"
273267,"default"
273268,"default"
273271,"default"
273280,"science|china"
273282,"china"
273331,"Iraq"
273342,"college|bombing"
273342,"international"
273342,"international"
273347,"canada"
273372,"default"
273374,"lots"
273374,"default"
273374,"Movies"
273374,"Kill Bill"
273377,"default"
273385,"unusual"
273427,"Information Security"
273455,"religion"
273477,"sports"
273484,"health"
273493,"familar topic"
273499,"food|economy|small"
273499,"food"
273499,"organic"
273499,"food"
273502,"family|conflict"
273502,"other"
273564,"food"
273714,"music|conflict"
273819,"familar topic|food|health|diet"
273857,"space"
273867,"AUTHORITY Very Reliable|INTENSITY, Major"
273903,"default"
273903,"default"
273908,"familar topic"
273908,"default"
273908,"economy"
273908,"economy"
273908,"economy"
273943,"business"
273943,"business"
273953,"philadelphia|hockey"
273961,"default"
273963,"default"
273966,"default"
273976,"weird"
273976,"weird"
273978,"weird"
273978,"weird"
273982,"weird"
273982,"weird"
273982,"other|world"
273988,"meta-media|economics|domestic|experiential|international"
273988,"Space|"
273988,"Space|"
273992,"history|domestic|science|international"
273996,"Interesting|Science"
273997,"Interesting|Studies"
273997,"politics"
273997,"health|U.s."
273998,"default"
273998,"default"
274037,"U.s."
274046,"entertainment|india"
274066,"business"
274106,"UK"
274108,"entertainment|economy|music|electrical"
274108,"retail"
274112,"world news"
274112,"world"
274113,"pittsburgh|family|ariplanes|terrorism|economy"
274113,"security"
274113,"security"
274117,"default"
274126,"world news"
274126,"world"
274127,"business"
274127,"business"
274128,"business"
274128,"business"
274128,"default"
274130,"business"
274130,"business"
274132,"technology"
274132,"technology"
274136,"familar topic"
274136,"familar"
274139,"politics"
274139,"politics"
274140,"default"
274140,"default"
274148,"sports"
274148,"sports"
274149,"sports"
274149,"sports"
274150,"sports|health"
274151,"sports"
274151,"sports"
274158,"entertainment"
274158,"entertainment"
274163,"health"
274163,"health"
274172,"science"
274172,"science"
274178,"familar topic"
274186,"Bush"
274187,"world news"
274187,"world"
274191,"U.S."
274208,"music"
274208,"music"
274227,"Pitsburgh"
274228,"default"
274231,"political"
274257,"technology"
274271,"baseball|sports"
274271,"baseball|sports"
274272,"sports"
274282,"music"
274284,"entertainment|sports"
274286,"entertainment"
274288,"gay rights issues"
274292,"entertainment"
274300,"health"
274302,"other events"
274304,"other events"
274305,"other events"
274318,"diet"
274331,"other"
274333,"world events"
274358,"terrorism|technology|ethics|science"
274364,"default"
274365,"default"
274369,"familar topic|business"
274397,"developing world|international|economics"
274405,"world news"
274413,"world news"
274415,"economics|china"
274417,"environment|business"
274417,"nature/environment|economy"
274418,"world news"
274427,"fashion|U.s.|entertainment"
274428,"familar topic"
274428,"world news|fashion"
274429,"entertainment|business"
274430,"favorite|economy|international"
274430,"world news|fashion"
274431,"music|fashion|U.S. news"
274530,"Quentin Tarentino"
274543,"default"
274547,"default|international"
274943,"food|jobs"
275209,"international"
275209,"U.S."
275210,"terrorism|international"
275211,"entertainment|movies|health"
275211,"familar topic"
275211,"familar"
275212,"terrorism|presidential"
275213,"celebrities|politics|energy"
275213,"political"
275215,"terrorism|international"
275217,"terrorism|international"
275220,"world events"
275221,"copycat"
275228,"world news|business"
275237,"india|usa"
275244,"sports|celebrities|basketball"
275244,"sports"
275245,"familar"
275248,"familar"
275248,"music"
275248,"music"
275249,"business|entertainment"
275263,"other events"
275265,"new york region"
275265,"U.S.|entertainment"
275280,"gay rights issues"
275320,"Quentin Tarentino"
275320,"Movies|Kill Bill"
275320,"Movies"
275321,"entertainment"
275334,"default"
275339,"india"
275470,"entertainment|celebrities|music|conflict|criminal"
275470,"familar topic"
275470,"familar"
275470,"music"
275471,"technology"
275471,"technology"
275472,"familar topic"
275472,"economy"
275483,"familar"
275487,"world"
275492,"international"
275494,"world"
275494,"world"
275495,"familar topic"
275496,"business"
275496,"business"
275499,"familar topic"
275503,"lots"
275503,"fashion"
275503,"brand names"
275504,"business|tech"
275508,"People|Weird|Ebay|United"
275508,"unusual"
275508,"unusual"
275508,"world|politics"
275508,"business"
275508,"business"
275513,"elections"
275513,"elections"
275514,"elections"
275514,"elections"
275515,"politics"
275515,"politics"
275515,"elections"
275515,"elections"
275517,"writing"
275517,"writing"
275521,"default"
275524,"sports|basketball|accomplishment"
275524,"sports"
275524,"sports"
275525,"familar topic"
275525,"familar topic"
275525,"familar topic"
275532,"familar topic"
275532,"familar topic"
275532,"entertainment"
275533,"music|criminal trials"
275534,"sports"
275538,"children"
275544,"Politics|Funny|World"
275545,"weird"
275545,"weird"
275546,"default"
275546,"default"
275548,"weird"
275548,"weird"
275552,"Rights|Weird|Science"
275552,"weird"
275552,"weird"
275552,"unusual"
275552,"unusual"
275553,"Studies"
275553,"weird"
275553,"weird"
275553,"default"
275553,"default"
275554,"weird"
275554,"weird"
275556,"unusual"
275556,"unusual"
275559,"politics"
275561,"world"
275565,"Studies"
275565,"default"
275565,"default"
275568,"Politics|World"
275570,"Intersting|Intern|United"
275570,"editorial"
275570,"editorial"
275570,"jobs"
275570,"jobs"
275570,"professional"
275571,"politics"
275585,"wow!|celebrity"
275588,"Sad|World"
275591,"retail|other|business"
275599,"favorite|family|health"
275613,"world"
275636,"default"
275646,"music"
275647,"entertainment"
275649,"international|education"
275649,"education"
275653,"default"
275656,"justice"
275662,"world"
275662,"familar topic"
275668,"world news"
275680,"india"
275681,"world news"
275681,"world"
275681,"international"
275681,"iraq"
275681,"iraq"
275681,"Politics"
275682,"criminal"
275682,"other events"
275682,"US"
275682,"US"
275682,"justice"
275682,"justice"
275683,"world news"
275683,"world"
275684,"iraq"
275684,"iraq"
275687,"Captive"
275687,"familar topic|Sad|Al-Qaeda|World Issues"
275687,"iraq"
275687,"iraq"
275689,"Law|Saddam"
275693,"economy"
275693,"economy"
275695,"business"
275695,"business"
275695,"finances"
275695,"finances"
275696,"business"
275696,"business"
275698,"Fraud|Privacy|Holywood|Copyrights|Secutiry"
275698,"tech"
275698,"business|tech"
275699,"Backup|Tax|United"
275699,"business"
275699,"business"
275700,"Secutiry|Internet|Science"
275700,"tech"
275700,"tech"
275701,"tech"
275701,"tech"
275702,"familar"
275702,"tech"
275702,"tech"
275703,"tech"
275703,"tech"
275704,"Accesories|Music|Style|Technology|United"
275704,"design"
275704,"design"
275704,"tech"
275704,"tech"
275705,"domestic"
275705,"elections"
275705,"elections"
275705,"politics"
275705,"politics"
275705,"politics"
275706,"politics"
275706,"politics"
275706,"politics"
275706,"politics"
275707,"politics"
275707,"politics"
275710,"sports"
275718,"Show"
275718,"entertainment"
275718,"entertainment"
275718,"default"
275718,"default"
275719,"World"
275719,"entertainment"
275719,"entertainment"
275722,"broadway"
275722,"music|entertainment"
275723,"Celebrities|People|United"
275723,"entertainment"
275723,"entertainment"
275723,"default"
275726,"People|Science"
275726,"favorite|food|health"
275726,"health"
275726,"health"
275726,"health"
275726,"health"
275727,"People|Science"
275727,"health"
275727,"health"
275727,"health"
275727,"default|health"
275728,"People|Science"
275728,"health"
275728,"health"
275729,"People|Health|Biomedical|Current"
275730,"international"
275731,"Rights|Privacy|Science"
275731,"default"
275731,"default"
275733,"Politics|World"
275733,"weird"
275733,"weird"
275733,"default"
275733,"default"
275734,"Amazing|Studies"
275734,"science"
275734,"science"
275738,"other events|environment"
275740,"technology|science|politics"
275746,"Al-Qaeda|World"
275747,"U.s.|music"
275748,"Suicide"
275751,"science"
275751,"science"
275755,"international"
275760,"technology"
275760,"technology"
275763,"Interesting|Rights|World"
275763,"health|food"
275768,"familar"
275769,"familar"
275769,"iraq"
275776,"business"
275776,"business"
275777,"sports"
275777,"sports"
275795,"default"
275795,"economics"
275809,"Quentin Tarentino"
275809,"Kill Bill"
275818,"other events"
275822,"Iraq"
275822,"Iraq"
275822,"Iraq"
275823,"Weather|United"
275825,"Iraq"
275825,"Iraq"
275829,"Technology|Health|Biomedical|Should"
275830,"Movies"
275831,"Safe"
275832,"World"
275839,"bush|"
275839,"bush|"
275840,"familar topic"
275840,"familar topic"
275841,"familar topic"
275841,"default"
275841,"business"
275841,"business"
275842,"justice"
275843,"business"
275843,"business"
275845,"tech"
275845,"tech"
275847,"tech"
275847,"tech"
275849,"business|tech"
275850,"tech"
275850,"tech"
275852,"elections"
275852,"elections"
275856,"elections|"
275856,"elections|"
275863,"sports"
275870,"golf"
275876,"music news|business"
275877,"familar topic"
275877,"familar topic"
275877,"entertainment"
275877,"entertainment"
275878,"music"
275879,"default"
275879,"default"
275881,"food|health"
275881,"health"
275881,"health"
275881,"health"
275882,"health"
275882,"health"
275882,"fitness|U.S."
275883,"health"
275883,"health"
275884,"health"
275889,"unusual"
275889,"unusual"
275890,"U.S."
275890,"science"
275893,"russia"
275895,"political"
275897,"political"
275898,"politics"
275898,"politics"
275898,"election"
275898,"election"
275901,"default"
275901,"default"
275909,"entertainment"
275934,"business|entertainment|music|U.S. news"
275945,"default"
275958,"media"
275958,"world news|entertainment"
275964,"default"
275969,"Oregon"
275980,"international|economics|china"
276000,"fashion"
276000,"fashion"
276001,"fashion"
276001,"fashion|U.S. news"
276004,"fashion"
276004,"fashion"
276004,"fashion|U.S. news"
276006,"entertainment"
276006,"entertainment"
276009,"economy|fashion"
276009,"fashion"
276010,"familar topic"
276014,"familar"
276014,"fashion"
276014,"fashion"
276069,"international"
276081,"default"
276081,"difficult to understand"
276081,"difficult to understand"
276081,"difficult to understand"
276081,"difficult to understand"
276085,"iraq"
276085,"iraq"
276086,"global"
276086,"global"
276089,"familar topic|sports|terrorism|international news|track|accomplishment"
276089,"default"
276089,"default"
276089,"default"
276089,"default"
276089,"Olympics"
276089,"Olympics"
276090,"iraq|elections"
276091,"familar topic"
276091,"familar topic"
276091,"default"
276091,"default"
276091,"sports"
276091,"sports"
276092,"gay marriages"
276092,"gay"
276095,"iraq"
276095,"iraq"
276096,"default"
276096,"default"
276097,"default"
276097,"default"
276097,"default"
276097,"default"
276101,"familar topic"
276101,"familar topic"
276101,"business"
276101,"business"
276102,"business"
276102,"business"
276103,"familar topic"
276103,"familar topic"
276103,"business"
276103,"business"
276104,"familar topic"
276104,"familar topic"
276104,"tech"
276104,"tech"
276105,"technology"
276105,"technology"
276105,"tech"
276105,"tech"
276106,"tech"
276106,"tech"
276107,"tech"
276107,"tech"
276108,"elections|"
276108,"elections|"
276111,"familar topic"
276111,"familar topic"
276111,"familar topic"
276111,"familar topic"
276124,"familar topic"
276124,"music news"
276124,"music news"
276125,"entertainment"
276125,"entertainment"
276126,"familar topic"
276128,"default"
276129,"default"
276129,"default"
276129,"world|health"
276130,"default"
276130,"default"
276131,"default"
276131,"default"
276134,"design"
276134,"design"
276135,"default"
276135,"default"
276135,"space"
276135,"science"
276137,"default|unusual"
276138,"technology|science"
276141,"default"
276141,"default"
276142,"default"
276142,"default"
276142,"science"
276143,"default"
276143,"default"
276145,"U.S."
276146,"politics"
276151,"default"
276151,"default"
276155,"health"
276155,"health"
276183,"music|entertainment|business"
276192,"default"
276225,"terrorism|international"
276225,"world news"
276225,"world"
276227,"world news"
276228,"familar"
276229,"entertainment|celebrities|movies|international"
276229,"entertainment"
276229,"entertainment"
276243,"iraq"
276246,"familar topic"
276246,"familar topic"
276246,"default"
276247,"familar topic"
276247,"familar topic"
276248,"business"
276248,"familar topic"
276248,"familar topic"
276249,"AUTHORITY Very Reliable|INTENSITY, Major"
